Scenario,Exp_ID,Solver,Data_Source,City_1_CFS_Area,City_1_Name,City_2_CFS_Area,City_2_Name,Seed,Sensitivity_Parameter,Sensitivity_Value,Sensitivity_Level,Status,Solve_Time_Sec,Time_Limit_Sec,Parameter_Category,Num_Orders,Total_Demand,Model_T,Model_t_0,Model_travel_time_periods,Model_N_manual,Model_N_auto,Model_capacity_manual,Model_capacity_auto,Model_cost_manual,Model_cost_auto,Model_penalty_lost,Model_service_a_1,Model_service_b_1,Model_service_a_2,Model_service_b_2,Model_direct_travel_time_periods,Model_capacity_direct,Model_cost_direct,Model_transfer_time_periods,Model_transfer_cost_per_unit,Model_direct_ratio_min,Model_direct_ratio_max,Algorithm_prediction_horizon,Algorithm_rolling_step,Algorithm_extension_horizon,Algorithm_priority_epsilon,Order_num_orders,Order_buffer_range,Order_large_order_prob,Order_small_quantity_range,Order_large_quantity_range,Total_Cost,Best_Bound,MIP_Gap,Unserved_Rate,Auto_Usage,Manual_Usage,Direct_Ratio,Direct_Volume,Transshipment_Volume,Message,Mechanism,Fleet_Scale,Source_Batch
simulation_stage_c_flexible_fleet_1.25,C_N100_S4103_P1p0_MF_F125,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4103,,,,2,3.77,120,,100,1754,24,60.0,9,"{""1"": 38, ""2"": 38}","{""1"": 19, ""2"": 19}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",997.0,997.0,0.0,0.2691,3.0,6.0,0.0,0.0,1282.0,直送-换装协同模型达到最优；直送比例 0.00%,flexible,1.25,C_MFLEX
simulation_stage_c_direct_only_fleet_0.75,C_N100_S4101_P1p0_MD_F75,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4101,,,,2,1.44,120,,100,1591,24,60.0,9,"{""1"": 22, ""2"": 22}","{""1"": 11, ""2"": 11}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,1.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1047.0306026885,1047.0306026885,0.0,0.1867,0.0,3.0,1.0,1293.9693973115,0.0,直送-换装协同模型达到最优；直送比例 100.00%,direct_only,0.75,C_MDIRECT
simulation_stage_c_direct_only_fleet_1,C_N100_S4101_P1p0_MD_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4101,,,,2,1.45,120,,100,1591,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,1.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1047.0306026885,1047.0306026885,0.0,0.1867,0.0,3.0,1.0,1293.9693973115,0.0,直送-换装协同模型达到最优；直送比例 100.00%,direct_only,1.0,C_MDIRECT
simulation_stage_c_direct_only_fleet_1.25,C_N100_S4101_P1p0_MD_F125,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4101,,,,2,1.41,120,,100,1591,24,60.0,9,"{""1"": 38, ""2"": 38}","{""1"": 19, ""2"": 19}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,1.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1047.0306026885,1047.0306026885,0.0,0.1867,0.0,3.0,1.0,1293.9693973115,0.0,直送-换装协同模型达到最优；直送比例 100.00%,direct_only,1.25,C_MDIRECT
simulation_stage_c_direct_only_fleet_0.75,C_N100_S4102_P1p0_MD_F75,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4102,,,,2,1.43,120,,100,1325,24,60.0,9,"{""1"": 22, ""2"": 22}","{""1"": 11, ""2"": 11}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,1.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1037.0,1037.0,0.0,0.4053,0.0,2.0,1.0,788.0,0.0,直送-换装协同模型达到最优；直送比例 100.00%,direct_only,0.75,C_MDIRECT
simulation_stage_c_direct_only_fleet_1,C_N100_S4102_P1p0_MD_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4102,,,,2,1.37,120,,100,1325,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,1.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1037.0,1037.0,0.0,0.4053,0.0,2.0,1.0,788.0,0.0,直送-换装协同模型达到最优；直送比例 100.00%,direct_only,1.0,C_MDIRECT
simulation_stage_c_direct_only_fleet_1.25,C_N100_S4102_P1p0_MD_F125,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4102,,,,2,1.41,120,,100,1325,24,60.0,9,"{""1"": 38, ""2"": 38}","{""1"": 19, ""2"": 19}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,1.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1037.0,1037.0,0.0,0.4053,0.0,2.0,1.0,788.0,0.0,直送-换装协同模型达到最优；直送比例 100.00%,direct_only,1.25,C_MDIRECT
simulation_stage_c_direct_only_fleet_0.75,C_N100_S4103_P1p0_MD_F75,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4103,,,,2,1.49,120,,100,1754,24,60.0,9,"{""1"": 22, ""2"": 22}","{""1"": 11, ""2"": 11}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,1.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1130.0,1130.0,0.0,0.0741,0.0,4.0,1.0,1624.0,0.0,直送-换装协同模型达到最优；直送比例 100.00%,direct_only,0.75,C_MDIRECT
simulation_stage_c_direct_only_fleet_1,C_N100_S4103_P1p0_MD_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4103,,,,2,1.71,120,,100,1754,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,1.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1130.0,1130.0,0.0,0.0741,0.0,4.0,1.0,1624.0,0.0,直送-换装协同模型达到最优；直送比例 100.00%,direct_only,1.0,C_MDIRECT
simulation_stage_c_direct_only_fleet_1.25,C_N100_S4103_P1p0_MD_F125,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4103,,,,2,1.45,120,,100,1754,24,60.0,9,"{""1"": 38, ""2"": 38}","{""1"": 19, ""2"": 19}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,1.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1130.0,1130.0,0.0,0.0741,0.0,4.0,1.0,1624.0,0.0,直送-换装协同模型达到最优；直送比例 100.00%,direct_only,1.25,C_MDIRECT
simulation_stage_c_flexible_fleet_1,C_N200_S4201_P1p0_MF_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4201,,,,2,7.74,120,,200,2769,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,200,"[0, 5]",0.3,"[10, 50]","[100, 300]",1249.0306026885,1249.0306026885,0.0,0.1712,3.0,7.0,0.2409484841,552.9693973115,1742.0,直送-换装协同模型达到最优；直送比例 24.09%,flexible,1.0,C_SCALE200
simulation_stage_c_flexible_fleet_1,C_N200_S4201_P1p0_MF_F100,paper_candidate_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4201,,,,2,1.59,120,,200,2769,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,200,"[0, 5]",0.3,"[10, 50]","[100, 300]",1837.0306026885,1837.0306026885,0.0,0.0314,0.0,7.0,1.0,2681.9693973115,0.0,paper_candidate_mip 完成 12 个论文滚动窗口。,flexible,1.0,C_SCALE200
simulation_stage_c_flexible_fleet_1,C_N200_S4201_P1p0_MF_F100,paper_priority_heuristic,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4201,,,,2,2.41,120,,200,2769,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,200,"[0, 5]",0.3,"[10, 50]","[100, 300]",1837.0306026885,1837.0306026885,0.0,0.0314,0.0,7.0,1.0,2681.9693973115,0.0,paper_priority_heuristic 完成 12 个论文滚动窗口。,flexible,1.0,C_SCALE200
simulation_stage_c_flexible_fleet_1,C_N500_S4201_P1p0_MF_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4201,,,,2,125.07,120,,500,14984,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,500,"[0, 5]",0.3,"[10, 50]","[100, 300]",2337.0,2337.0,0.0,0.0272,10.0,28.0,0.0,0.0,14577.0,直送-换装协同模型达到最优；直送比例 0.00%,flexible,1.0,C_SCALE500
simulation_stage_c_flexible_fleet_1,C_N500_S4201_P1p0_MF_F100,paper_candidate_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4201,,,,2,4.64,120,,500,14984,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,500,"[0, 5]",0.3,"[10, 50]","[100, 300]",5495.0,5495.0,0.0,0.0297,0.0,19.0,1.0,14539.0,0.0,paper_candidate_mip 完成 12 个论文滚动窗口。,flexible,1.0,C_SCALE500
simulation_stage_c_flexible_fleet_1,C_N500_S4201_P1p0_MF_F100,paper_priority_heuristic,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4201,,,,2,10.92,120,,500,14984,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,500,"[0, 5]",0.3,"[10, 50]","[100, 300]",5495.0,5495.0,0.0,0.0297,0.0,19.0,1.0,14539.0,0.0,paper_priority_heuristic 完成 12 个论文滚动窗口。,flexible,1.0,C_SCALE500
simulation_stage_c_flexible_fleet_0.75,C_N500_S4201_P1p0_MF_F75,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4201,,,,2,129.19,180,,500,14984,24,60.0,9,"{""1"": 22, ""2"": 22}","{""1"": 11, ""2"": 11}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,500,"[0, 5]",0.3,"[10, 50]","[100, 300]",2337.0,2337.0,0.0,0.0272,10.0,29.0,0.0,0.0,14577.0,直送-换装协同模型达到最优；直送比例 0.00%,flexible,0.75,C_SCALE500F
simulation_stage_c_flexible_fleet_1.25,C_N500_S4201_P1p0_MF_F125,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4201,,,,2,122.53,180,,500,14984,24,60.0,9,"{""1"": 38, ""2"": 38}","{""1"": 19, ""2"": 19}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,500,"[0, 5]",0.3,"[10, 50]","[100, 300]",2337.0,2337.0,0.0,0.0272,10.0,29.0,0.0,0.0,14577.0,直送-换装协同模型达到最优；直送比例 0.00%,flexible,1.25,C_SCALE500F
